T1_intensity_est,0.04766053707641436
T1_intensity_se,0.008240736549331067
T1_intensity_p,7.314966222138104e-09
T2_ind_electronics_est,0.12354072903279376
T2_ind_electronics_se,0.008711021067014517
T2_ind_textile_est,0.12491594751819379
T2_ind_textile_se,0.009812527534793839
T2_soe_1_est,0.1137303147640057
T2_soe_0_est,0.12243354312040909
T2_size_large_est,0.12015408343413347
T2_size_small_est,0.12270846351648917
T3_digital_est,0.11947756423886063
T3_interact_est,0.0025279726484836677
T3_interact_se,0.0040447460110689965
T3_interact_p,0.5319700209685934
T4_ind_year_est,0.1206078946572585
T4_ind_year_se,
T4_ind_year_p,
T5_indprov_year_est,0.12091239457066866
T5_indprov_year_se,1.4800502298749247
T5_indprov_year_p,0.9348894204951028
